Gender,Age,Height(cm),Weight(kg),Body_Fat(%),Fitness_Level,Weekly_Training,Training_Type,Supplement,Supplement_Type,Usage_Period(weeks),Usage_Frequency(times/week),Diet_Type,Weight_Change(kg),Body_Fat_Change(%),Performance_Improvement(%),Satisfaction(1-10)
Male,Over_35,170-180,84,24,Intermediate,3-5_times,HIIT,Creatine,Monohydrate,5,3,Low_Carb,1.4,-0.2,9.3,10
Female,Over_35,170-180,69,26,Intermediate,3-5_times,Strength_Training,Whey_Protein,Concentrate,4,2,High_Protein,5.7,-1.4,8.9,10
Male,Over_35,160-170,53,20,Intermediate,Less_than_3,HIIT,Multivitamin,Standard,5,5,High_Protein,0.3,-0.1,3.1,7.3
Male,Under_25,170-180,64,13,Intermediate,3-5_times,Strength_Training,Whey_Protein,Isolate,7,3,Regular,4.4,-1.4,4.8,10
Male,Over_35,170-180,60,25,Beginner,3-5_times,Endurance,Whey_Protein,Concentrate,5,4,High_Protein,0.8,-0.7,3.6,10
Male,Under_25,Above_190,86,20,Beginner,3-5_times,Flexibility,Whey_Protein,Concentrate,3,6,Regular,1.7,-0.8,2.3,9.6
Female,Under_25,180-190,85,28,Intermediate,Less_than_3,Strength_Training,Multivitamin,Standard,6,5,Regular,0.3,-0.1,1.9,6.2
Male,Over_35,180-190,79,29,Intermediate,Less_than_3,Endurance,Whey_Protein,Concentrate,5,7,Low_Carb,1,-0.7,2.8,9.2
Female,Under_25,180-190,92,24,Advanced,Less_than_3,Endurance,Creatine,Monohydrate,6,7,Regular,2.8,-0.3,6.3,10
Male,Over_35,170-180,69,26,Intermediate,Less_than_3,HIIT,Energy_Drink,Sugar_Free,8,5,Regular,-0.4,-0.4,4.7,7.7
Female,Under_25,180-190,82,22,Intermediate,Less_than_3,Strength_Training,Creatine,Monohydrate,5,1,High_Protein,4.9,0,9.6,10
Male,25-35,180-190,73,22,Beginner,More_than_5,Strength_Training,Whey_Protein,Isolate,6,5,Regular,4.8,-1.9,5.1,10
Male,Under_25,170-180,67,20,Beginner,3-5_times,HIIT,Creatine,Monohydrate,3,6,Low_Carb,1.2,-0.1,8.2,10
Male,Under_25,170-180,74,18,Advanced,Less_than_3,Endurance,Creatine,Monohydrate,6,3,Low_Carb,2,0,8.6,10
Female,Under_25,180-190,77,22,Intermediate,More_than_5,HIIT,Pre_Workout,Regular,6,7,Low_Carb,-0.7,-0.1,19.3,10
Male,25-35,170-180,69,21,Intermediate,3-5_times,Flexibility,Whey_Protein,Isolate,7,6,Regular,2.1,-0.9,3.1,9
Male,Under_25,170-180,64,13,Intermediate,3-5_times,Strength_Training,Creatine,Monohydrate,5,5,Regular,5.6,-0.1,10.9,10
Male,25-35,170-180,75,19,Beginner,3-5_times,Strength_Training,Whey_Protein,Isolate,6,7,High_Protein,3.8,-1.2,5.6,10
Female,25-35,170-180,78,22,Intermediate,More_than_5,HIIT,Creatine,HCL,3,1,High_Protein,2.3,-0.4,14.2,10
Male,Under_25,150-160,48,18,Intermediate,3-5_times,Endurance,Whey_Protein,Hydrolyzed,3,2,Regular,2.3,-1.1,3.9,9.7
Male,25-35,160-170,54,27,Beginner,3-5_times,Endurance,BCAA,Whey_Based,7,6,Regular,-0.2,-0.4,2.9,8.7
Female,25-35,170-180,66,29,Beginner,3-5_times,HIIT,Whey_Protein,Isolate,3,1,Low_Carb,0.5,-1.2,3.1,9.6
Male,Under_25,170-180,78,17,Beginner,3-5_times,Endurance,Whey_Protein,Concentrate,6,1,Regular,1.1,-0.6,3.6,9.1
Female,Under_25,160-170,59,24,Beginner,Less_than_3,Strength_Training,BCAA,Vegan,4,7,Low_Carb,0.3,-0.1,2.6,7.1
Male,Over_35,150-160,60,21,Beginner,3-5_times,Strength_Training,Creatine,Monohydrate,6,7,Regular,4.1,-0.1,10,10
Female,25-35,160-170,68,26,Beginner,More_than_5,Strength_Training,Creatine,Monohydrate,6,5,Regular,4.7,-0.2,8.6,10
Male,25-35,160-170,67,18,Beginner,3-5_times,HIIT,Pre_Workout,Regular,6,3,Regular,0,0,8.5,10
Female,25-35,170-180,71,30,Beginner,3-5_times,Strength_Training,Whey_Protein,Concentrate,3,3,Regular,3.5,-1.1,4.5,10
Male,25-35,170-180,76,24,Advanced,More_than_5,Endurance,BCAA,Whey_Based,7,4,Low_Carb,-0.2,-0.6,6.2,9.4
Female,Under_25,160-170,71,26,Beginner,Less_than_3,Flexibility,Whey_Protein,Isolate,4,3,High_Protein,1.1,-0.2,1.8,8.5
Female,Over_35,180-190,73,24,Beginner,Less_than_3,Flexibility,Energy_Drink,Sugar,5,1,Regular,0.4,0.1,0.9,7.2
Male,Under_25,Above_190,85,23,Beginner,More_than_5,Strength_Training,Energy_Drink,Sugar_Free,5,1,Low_Carb,-0.1,0.1,4.8,8
Male,Under_25,150-160,46,23,Intermediate,3-5_times,Strength_Training,Creatine,Monohydrate,8,2,Regular,5.6,-0.1,12.9,10
Female,Under_25,150-160,49,28,Intermediate,Less_than_3,Strength_Training,Creatine,HCL,6,2,High_Protein,3.8,0.1,8.8,10
Female,Under_25,170-180,76,25,Beginner,More_than_5,Strength_Training,Whey_Protein,Concentrate,4,2,Low_Carb,3.3,-1.2,7.1,10
Male,25-35,180-190,76,24,Beginner,3-5_times,Endurance,Whey_Protein,Isolate,6,7,Regular,0.8,-0.7,4.2,10
Female,Under_25,180-190,82,28,Beginner,Less_than_3,Strength_Training,Multivitamin,Standard,6,4,Regular,0.1,0,1.4,5.8
Female,25-35,170-180,60,22,Advanced,More_than_5,Endurance,Multivitamin,Standard,8,4,Regular,-0.2,-0.2,7.5,8
Male,Under_25,160-170,56,24,Beginner,Less_than_3,HIIT,BCAA,Vegan,5,1,Regular,-0.2,-0.4,3,7.6
Female,Over_35,160-170,64,26,Intermediate,3-5_times,Endurance,Creatine,Monohydrate,5,7,High_Protein,2.9,-0.2,9,10
Female,Under_25,170-180,80,24,Beginner,3-5_times,Strength_Training,Energy_Drink,Sugar_Free,4,6,Regular,0.3,0.1,3.7,8.8
Male,Under_25,160-170,64,22,Intermediate,More_than_5,Flexibility,Creatine,Monohydrate,3,7,Regular,3.3,-0.1,7.6,9.8
Male,Under_25,170-180,80,20,Advanced,3-5_times,Flexibility,BCAA,Vegan,7,1,Regular,0.5,-0.2,2.1,6.9
Male,25-35,170-180,74,23,Beginner,3-5_times,HIIT,Creatine,Monohydrate,8,4,High_Protein,1.4,-0.1,8.9,10
Male,25-35,170-180,80,24,Intermediate,More_than_5,Strength_Training,Whey_Protein,Concentrate,4,3,High_Protein,6.9,-1.5,9.7,10
Female,Under_25,170-180,74,20,Beginner,3-5_times,Strength_Training,BCAA,Whey_Based,7,6,Regular,0.8,-0.2,3.9,8
Female,Over_35,180-190,94,27,Advanced,Less_than_3,Flexibility,Creatine,Monohydrate,8,5,High_Protein,1.4,0,4.1,10
Male,25-35,Above_190,90,22,Advanced,3-5_times,Endurance,Whey_Protein,Concentrate,4,4,Regular,3.2,-1.7,6.7,10
Male,25-35,170-180,79,18,Beginner,Less_than_3,Endurance,BCAA,Whey_Based,6,3,Regular,0.1,-0.4,2.4,7.3
Male,Under_25,160-170,62,16,Beginner,3-5_times,Endurance,Pre_Workout,Regular,6,6,Regular,-0.3,-0.2,6.9,9.9
Male,25-35,160-170,63,16,Beginner,3-5_times,HIIT,Whey_Protein,Concentrate,3,1,Regular,0.8,-1.6,4,10
Male,Over_35,160-170,58,18,Beginner,3-5_times,Endurance,Whey_Protein,Isolate,4,5,High_Protein,0.7,-0.8,4.9,9.5
Male,Under_25,160-170,70,22,Intermediate,3-5_times,Strength_Training,Creatine,Monohydrate,3,1,Low_Carb,5.4,0,12,10
Male,Under_25,170-180,82,12,Beginner,Less_than_3,Strength_Training,Whey_Protein,Concentrate,3,7,Regular,2.2,-1.1,3.2,9.2
Female,Under_25,170-180,63,21,Intermediate,3-5_times,Strength_Training,Multivitamin,Standard,4,5,High_Protein,0.3,0,3.1,6.6
Male,Over_35,170-180,79,24,Advanced,Less_than_3,Endurance,Whey_Protein,Concentrate,8,1,Regular,1.2,-0.9,4.8,9.1
Female,Under_25,160-170,56,24,Intermediate,3-5_times,Strength_Training,Pre_Workout,Regular,3,3,Vegan,0.4,-0.1,14.1,10
Male,Under_25,170-180,74,21,Intermediate,3-5_times,Strength_Training,BCAA,Whey_Based,4,6,Regular,0.8,-0.4,3.7,8.9
Male,Over_35,180-190,79,26,Beginner,More_than_5,Strength_Training,BCAA,Whey_Based,8,3,High_Protein,0.6,-0.2,3.9,7.9
Male,25-35,180-190,89,15,Intermediate,Less_than_3,Flexibility,Creatine,Monohydrate,6,5,High_Protein,2.4,-0.1,-0.1,9.2
Female,Under_25,180-190,74,22,Intermediate,3-5_times,Strength_Training,BCAA,Vegan,7,3,Regular,0.7,-0.4,5.2,9.1
Male,Over_35,180-190,88,28,Intermediate,3-5_times,Flexibility,BCAA,Whey_Based,4,3,Regular,0.1,-0.1,1.5,7.8
Male,Under_25,180-190,82,14,Beginner,3-5_times,Strength_Training,Whey_Protein,Isolate,5,3,Regular,3.1,-1.6,4.6,10
Male,Under_25,160-170,74,12,Intermediate,3-5_times,Endurance,Multivitamin,Sport_Enhanced,4,5,Low_Carb,-0.1,0,3.8,7.9
Female,Over_35,160-170,56,34,Intermediate,3-5_times,HIIT,Fish_Oil,Deep_Sea,7,1,Regular,-0.5,-1.4,3.5,9.5
Male,Over_35,180-190,70,25,Intermediate,Less_than_3,Flexibility,BCAA,Whey_Based,4,3,Regular,0.4,-0.1,2.1,6.8
Male,Under_25,160-170,59,17,Beginner,Less_than_3,Flexibility,BCAA,Whey_Based,8,5,Low_Carb,-0.1,-0.1,0.8,7.5
Female,Over_35,170-180,73,34,Beginner,More_than_5,Strength_Training,Multivitamin,Standard,3,6,High_Protein,0.5,0,2.8,7.1
Female,25-35,170-180,80,28,Beginner,More_than_5,Strength_Training,Fish_Oil,Deep_Sea,5,1,Regular,0.4,-1,1,7.4
Male,Under_25,160-170,62,13,Beginner,3-5_times,Strength_Training,Whey_Protein,Isolate,3,6,Regular,3.3,-1.5,5.4,10
Female,Over_35,170-180,79,22,Advanced,3-5_times,HIIT,Whey_Protein,Isolate,7,4,Regular,1.4,-2.9,6.3,10
Male,Under_25,160-170,69,21,Intermediate,3-5_times,HIIT,Whey_Protein,Isolate,3,1,High_Protein,1.8,-2,5.4,10
Female,Over_35,170-180,63,29,Advanced,3-5_times,Strength_Training,Whey_Protein,Concentrate,8,5,High_Protein,6.5,-1.3,7.9,10
Male,Under_25,160-170,53,13,Beginner,More_than_5,HIIT,Whey_Protein,Concentrate,7,4,High_Protein,1.7,-1.8,6.1,9.9
Male,Over_35,170-180,61,18,Beginner,More_than_5,Flexibility,Energy_Drink,Sugar,5,6,Regular,0.3,0.1,2.1,8.1
Male,Over_35,170-180,79,27,Beginner,3-5_times,Strength_Training,Whey_Protein,Concentrate,3,2,Regular,2.8,-0.9,5.2,10
Male,Under_25,170-180,63,13,Beginner,More_than_5,Endurance,Whey_Protein,Isolate,5,7,High_Protein,1.5,-0.6,6.4,10
Male,25-35,170-180,74,26,Intermediate,More_than_5,Strength_Training,Creatine,Monohydrate,5,1,High_Protein,8.9,0,16.5,10
Male,Under_25,180-190,93,12,Intermediate,3-5_times,Strength_Training,Creatine,Monohydrate,5,1,Regular,6.7,-0.1,12,10
Female,Under_25,150-160,56,27,Beginner,3-5_times,Endurance,Multivitamin,Sport_Enhanced,6,3,Regular,0,-0.4,2.7,7.8
Male,Under_25,170-180,78,24,Beginner,Less_than_3,Endurance,Whey_Protein,Concentrate,8,2,High_Protein,1.1,-0.7,3.1,10
Male,25-35,170-180,64,15,Intermediate,3-5_times,HIIT,Creatine,HCL,6,3,Regular,2.5,0,10.3,10
Male,Over_35,170-180,79,19,Intermediate,3-5_times,Strength_Training,Energy_Drink,Sugar,8,4,High_Protein,0.1,-0.1,7.1,9
Male,Under_25,Above_190,81,19,Beginner,More_than_5,Strength_Training,Whey_Protein,Hydrolyzed,8,2,High_Protein,4.9,-1.3,6.6,10
Female,Under_25,160-170,57,25,Intermediate,3-5_times,Strength_Training,Fish_Oil,Deep_Sea,6,5,Regular,0.7,-1.2,1.3,7.2
Male,Over_35,150-160,46,23,Beginner,3-5_times,Strength_Training,Pre_Workout,Regular,5,2,High_Protein,0.8,0,6.9,10
Female,Under_25,180-190,94,27,Beginner,Less_than_3,Endurance,Whey_Protein,Concentrate,8,6,Vegan,0.4,-0.5,2.3,8.6
Male,Over_35,160-170,59,21,Intermediate,3-5_times,Flexibility,BCAA,Whey_Based,7,4,High_Protein,-0.2,-0.2,2.1,6.9
Male,Over_35,150-160,61,27,Intermediate,More_than_5,Flexibility,Creatine,Monohydrate,7,5,Low_Carb,3.1,-0.1,7.4,10
Male,Under_25,170-180,81,20,Intermediate,3-5_times,Flexibility,Whey_Protein,Concentrate,8,7,Regular,3.3,-1.4,2.5,8.2
Male,Under_25,170-180,80,13,Intermediate,3-5_times,Flexibility,Whey_Protein,Concentrate,4,1,High_Protein,2.8,-0.5,3.1,9
Male,Under_25,160-170,64,15,Beginner,3-5_times,Strength_Training,BCAA,Whey_Based,4,3,High_Protein,0.3,-0.2,3.5,8.9
Female,Over_35,160-170,58,31,Intermediate,Less_than_3,Strength_Training,Energy_Drink,Sugar_Free,8,1,Low_Carb,0.2,0.2,4.1,8.5
Male,Over_35,150-160,63,29,Beginner,Less_than_3,Strength_Training,Creatine,HCL,3,6,Regular,2.8,0.1,6.4,10
Male,25-35,160-170,56,20,Advanced,Less_than_3,Strength_Training,Whey_Protein,Isolate,8,5,Low_Carb,3.2,-1.2,8,10
Female,Under_25,160-170,53,27,Intermediate,Less_than_3,Flexibility,Creatine,HCL,3,6,Low_Carb,1.8,0.1,3.4,8.9
Male,Under_25,180-190,77,19,Beginner,3-5_times,Strength_Training,Creatine,Monohydrate,5,7,High_Protein,3.6,0,11.1,10
Male,Under_25,170-180,64,22,Beginner,More_than_5,Endurance,Creatine,Monohydrate,7,3,Regular,2.5,-0.3,6.7,10
Male,Over_35,150-160,48,20,Intermediate,3-5_times,Endurance,Creatine,Monohydrate,7,4,High_Protein,2.5,-0.2,8,10
Male,25-35,160-170,55,15,Intermediate,3-5_times,Endurance,Fish_Oil,Deep_Sea,3,3,High_Protein,-0.3,-1.6,2.8,7.8
Male,Under_25,170-180,76,20,Beginner,3-5_times,Strength_Training,Creatine,HCL,4,2,Low_Carb,3,-0.1,7.4,10
Male,Over_35,170-180,71,24,Beginner,3-5_times,Endurance,BCAA,Whey_Based,8,1,Regular,-0.4,-0.5,3.2,7.8
Male,25-35,170-180,76,16,Beginner,3-5_times,Endurance,Whey_Protein,Hydrolyzed,8,4,Regular,0.7,-0.5,2.9,9.8
Male,Over_35,150-160,50,28,Intermediate,Less_than_3,HIIT,Whey_Protein,Concentrate,6,4,Regular,1.1,-1.6,5.2,10
Male,Under_25,160-170,57,21,Advanced,Less_than_3,HIIT,Whey_Protein,Concentrate,7,5,Low_Carb,1.3,-1,5.2,9.2
Male,Under_25,160-170,52,15,Beginner,Less_than_3,Strength_Training,Creatine,Monohydrate,7,4,High_Protein,4.1,0,6.1,10
Female,Under_25,160-170,66,27,Intermediate,3-5_times,Strength_Training,Creatine,Monohydrate,3,6,Regular,7.6,-0.1,12.1,10
Male,25-35,160-170,70,22,Intermediate,3-5_times,HIIT,Whey_Protein,Concentrate,7,7,Regular,2.2,-1.9,6,9.8
Male,Under_25,160-170,65,19,Intermediate,Less_than_3,Endurance,Creatine,Monohydrate,5,5,Regular,1,-0.2,6,10
Female,25-35,180-190,72,22,Intermediate,3-5_times,Strength_Training,Whey_Protein,Isolate,8,2,Low_Carb,4.1,-0.9,8.1,10
Female,25-35,160-170,74,28,Intermediate,3-5_times,HIIT,Energy_Drink,Sugar,4,1,Regular,-0.7,-0.3,5.2,8.6
Male,25-35,180-190,70,25,Advanced,3-5_times,Endurance,Energy_Drink,Sugar_Free,3,5,High_Protein,-0.4,-0.3,3.1,8.3
Male,25-35,180-190,88,17,Intermediate,Less_than_3,HIIT,Whey_Protein,Concentrate,7,1,Regular,0.6,-1.1,4,10
Male,Under_25,160-170,50,14,Advanced,Less_than_3,Flexibility,Whey_Protein,Isolate,4,1,Regular,1.9,-0.8,1.9,9.2
Female,Under_25,160-170,71,23,Intermediate,3-5_times,Strength_Training,Fish_Oil,Deep_Sea,4,6,Regular,-0.2,-1,1.2,7.2
Male,Under_25,170-180,71,15,Intermediate,3-5_times,Endurance,Whey_Protein,Isolate,3,1,High_Protein,2,-1.2,5.3,10
Female,25-35,150-160,64,27,Intermediate,3-5_times,Flexibility,Creatine,HCL,6,5,High_Protein,3.6,0,6.1,9.6
Female,25-35,170-180,65,31,Intermediate,Less_than_3,Endurance,Pre_Workout,Regular,4,7,Regular,-0.3,0,8.7,10
Male,25-35,170-180,60,20,Beginner,3-5_times,HIIT,Energy_Drink,Sugar,4,4,Vegan,-0.3,-0.2,4.4,8.6
Male,Under_25,160-170,65,14,Intermediate,More_than_5,HIIT,L_Carnitine,Capsule,4,1,Low_Carb,-0.4,-3.7,9.8,10
Male,Under_25,180-190,83,16,Beginner,3-5_times,HIIT,Pre_Workout,Regular,4,6,Regular,-0.2,0.1,7.9,10
Male,Under_25,170-180,64,15,Beginner,3-5_times,Strength_Training,Multivitamin,Standard,4,6,Regular,0.1,0,2.1,6.8
Female,25-35,150-160,54,23,Advanced,Less_than_3,Strength_Training,Whey_Protein,Hydrolyzed,5,2,Low_Carb,2.6,-1.2,5.4,10
Female,25-35,150-160,51,25,Advanced,3-5_times,Endurance,Multivitamin,Standard,5,5,Regular,-0.2,-0.2,6.2,7.3
Female,25-35,170-180,73,23,Intermediate,More_than_5,Strength_Training,Pre_Workout,Caffeine_Free,7,6,Regular,0,-0.1,16.1,10
Female,Under_25,160-170,58,27,Beginner,3-5_times,Strength_Training,Energy_Drink,Sugar,5,2,High_Protein,0.3,-0.2,4.3,7.8
Female,Under_25,150-160,46,19,Beginner,3-5_times,Strength_Training,Whey_Protein,Concentrate,4,6,Regular,3.7,-1.4,3.8,10
Female,Over_35,180-190,84,30,Intermediate,3-5_times,HIIT,Multivitamin,Standard,7,7,High_Protein,0,0,4.5,6.4
Male,25-35,170-180,62,20,Intermediate,3-5_times,HIIT,Creatine,Monohydrate,3,3,Regular,2.4,-0.2,8.4,10
Male,25-35,170-180,84,25,Intermediate,3-5_times,Endurance,Multivitamin,Standard,6,7,Vegan,-0.3,-0.3,4.7,7.1
Female,25-35,160-170,50,21,Intermediate,Less_than_3,Strength_Training,BCAA,Whey_Based,4,6,High_Protein,0.9,-0.2,4.1,8.5
Male,Under_25,160-170,69,17,Intermediate,Less_than_3,Strength_Training,Multivitamin,Standard,7,1,High_Protein,0.4,0,2.8,7.8
Male,25-35,170-180,60,24,Beginner,Less_than_3,Endurance,Energy_Drink,Sugar_Free,7,6,Regular,-0.5,-0.2,1.1,7.6
Male,Over_35,180-190,85,26,Advanced,Less_than_3,Strength_Training,L_Carnitine,Capsule,8,2,Regular,0.6,-2.7,2.1,9.8
Male,25-35,170-180,82,21,Beginner,More_than_5,Strength_Training,Pre_Workout,Regular,3,3,Regular,0.2,0,9.4,10
Male,Under_25,170-180,84,13,Beginner,Less_than_3,Strength_Training,Creatine,Monohydrate,6,5,Regular,3,-0.1,5.3,10
Male,Under_25,170-180,70,16,Beginner,3-5_times,HIIT,Creatine,HCL,8,2,Regular,1.8,-0.1,7.2,10
Female,Under_25,170-180,76,26,Advanced,More_than_5,Flexibility,L_Carnitine,Liquid,8,1,Low_Carb,0,-2.9,5.7,9.5
Male,Under_25,170-180,62,24,Advanced,Less_than_3,Strength_Training,BCAA,Whey_Based,8,2,Regular,0.5,-0.2,3.7,8.6
Female,25-35,180-190,92,24,Intermediate,3-5_times,Strength_Training,Fish_Oil,Deep_Sea,8,1,Regular,0.4,-0.9,1.1,7.1
Female,Under_25,Above_190,84,26,Intermediate,Less_than_3,HIIT,Creatine,Monohydrate,7,4,Regular,1.5,-0.5,7.1,10
Male,25-35,170-180,74,27,Intermediate,Less_than_3,Endurance,Whey_Protein,Concentrate,4,2,Vegan,1.1,-0.6,3,10
Male,25-35,170-180,61,24,Beginner,3-5_times,Strength_Training,Whey_Protein,Concentrate,8,1,High_Protein,3.2,-1,5.2,10
Male,25-35,160-170,66,16,Advanced,Less_than_3,Flexibility,Pre_Workout,Regular,4,2,Regular,0.1,0,5.1,10
Female,Over_35,150-160,51,24,Intermediate,Less_than_3,Strength_Training,Creatine,Monohydrate,3,7,High_Protein,4.4,-0.1,9.4,10
Male,Under_25,160-170,63,19,Intermediate,Less_than_3,Strength_Training,BCAA,Whey_Based,6,1,Regular,0.7,-0.1,4,9.5
Male,Under_25,170-180,84,15,Beginner,More_than_5,Endurance,Energy_Drink,Sugar_Free,4,5,Regular,0,-0.2,2.3,8.4
Female,25-35,180-190,92,20,Intermediate,Less_than_3,Strength_Training,Whey_Protein,Isolate,7,2,Regular,2.7,-1.7,4.3,10
Female,25-35,170-180,83,22,Beginner,3-5_times,HIIT,Creatine,HCL,7,7,Regular,1.4,-0.3,6.5,10
Male,Under_25,160-170,62,23,Intermediate,3-5_times,HIIT,BCAA,Whey_Based,4,2,Regular,-0.5,-0.7,4.8,8.8
Male,25-35,160-170,61,16,Beginner,More_than_5,Strength_Training,Whey_Protein,Isolate,6,3,High_Protein,5.2,-1.2,6.8,10
Female,25-35,160-170,59,28,Intermediate,3-5_times,Strength_Training,Energy_Drink,Sugar_Free,6,5,Low_Carb,0.4,0.1,4.1,9.4
Female,Under_25,170-180,74,28,Advanced,3-5_times,Endurance,L_Carnitine,Liquid,8,3,Vegan,-0.1,-6,7.2,10
Female,Under_25,170-180,75,21,Beginner,3-5_times,Strength_Training,Energy_Drink,Sugar_Free,5,7,Regular,0.2,0.1,4.4,8.4
Male,Over_35,180-190,81,21,Beginner,Less_than_3,Strength_Training,Pre_Workout,Regular,4,5,Regular,0.3,0,5.9,10
Female,25-35,150-160,49,20,Beginner,3-5_times,HIIT,BCAA,Whey_Based,5,1,Low_Carb,-0.6,-0.3,4,7.4
Female,25-35,170-180,69,21,Intermediate,3-5_times,Endurance,BCAA,Whey_Based,6,5,High_Protein,-0.2,-0.7,5.3,8.2
Male,Under_25,180-190,71,21,Intermediate,3-5_times,HIIT,Creatine,HCL,7,5,High_Protein,1.9,-0.1,9.9,10
Female,Under_25,160-170,51,18,Intermediate,3-5_times,Strength_Training,Whey_Protein,Concentrate,5,4,Low_Carb,2.9,-1,5.8,10
Female,Under_25,170-180,82,25,Advanced,3-5_times,HIIT,Whey_Protein,Isolate,7,5,Regular,2.6,-2.2,7.2,10
Male,25-35,170-180,68,22,Intermediate,3-5_times,Strength_Training,Creatine,Monohydrate,3,5,Regular,5.9,-0.1,11.7,10
Male,Under_25,150-160,64,14,Advanced,3-5_times,HIIT,Fish_Oil,Algae_DHA,6,5,High_Protein,-0.4,-1.8,4.7,9.9
Male,25-35,170-180,61,20,Intermediate,Less_than_3,HIIT,Pre_Workout,Regular,7,6,High_Protein,-0.1,-0.2,12.2,10
Female,25-35,160-170,50,28,Beginner,3-5_times,HIIT,Energy_Drink,Sugar_Free,7,7,Low_Carb,-0.2,-0.2,3.5,7.8
Female,25-35,180-190,93,27,Advanced,Less_than_3,Flexibility,BCAA,Whey_Based,6,6,Regular,0,-0.3,1.9,8.1
Male,25-35,180-190,94,25,Beginner,3-5_times,HIIT,Multivitamin,Standard,5,2,High_Protein,-0.1,-0.1,2.7,6.3
Male,25-35,160-170,51,25,Intermediate,3-5_times,Endurance,Pre_Workout,Caffeine_Free,6,3,Low_Carb,-0.5,-0.1,10.7,10
Female,Over_35,170-180,66,30,Beginner,Less_than_3,Strength_Training,Whey_Protein,Concentrate,4,3,Regular,2.8,-1.2,3.7,10
Male,25-35,160-170,64,15,Advanced,3-5_times,Flexibility,Pre_Workout,Regular,5,4,High_Protein,0.3,0.1,6.6,10
Female,25-35,160-170,68,21,Beginner,3-5_times,Endurance,Creatine,Monohydrate,7,2,Regular,1.6,-0.2,5.6,10
Male,Under_25,170-180,66,19,Intermediate,3-5_times,Strength_Training,Pre_Workout,Caffeine_Free,7,1,Regular,0,0,12.4,10
Female,Over_35,Above_190,101,30,Advanced,Less_than_3,Strength_Training,Whey_Protein,Isolate,4,3,High_Protein,6.1,-1.5,7.7,10
Male,25-35,160-170,70,16,Intermediate,Less_than_3,Strength_Training,Pre_Workout,Regular,8,2,Regular,0.3,0.1,9.8,10
Male,Over_35,180-190,90,20,Beginner,3-5_times,Endurance,BCAA,Whey_Based,4,6,Regular,-0.4,-0.4,4.2,8.6
Male,Under_25,160-170,70,17,Intermediate,3-5_times,Endurance,BCAA,Vegan,8,4,High_Protein,-0.5,-0.4,5.8,9.2
Male,25-35,180-190,80,26,Beginner,3-5_times,Endurance,BCAA,Whey_Based,6,2,Low_Carb,-0.4,-0.2,3.9,7.9
Female,25-35,170-180,73,30,Beginner,3-5_times,Endurance,Creatine,Monohydrate,8,3,Regular,1.4,-0.3,7,10
Male,25-35,170-180,67,21,Intermediate,3-5_times,Strength_Training,Whey_Protein,Hydrolyzed,4,2,Regular,4.7,-2.5,5.7,10
Male,Under_25,160-170,69,14,Advanced,3-5_times,HIIT,Whey_Protein,Concentrate,3,6,Regular,0.8,-2.2,6.6,10
Male,25-35,170-180,83,24,Beginner,More_than_5,HIIT,Whey_Protein,Concentrate,6,2,High_Protein,1.3,-1.9,6.3,10
Male,25-35,170-180,81,19,Intermediate,3-5_times,Endurance,Whey_Protein,Concentrate,3,2,Regular,1.1,-0.7,4.2,8.7
Female,Under_25,180-190,75,26,Beginner,3-5_times,Endurance,Whey_Protein,Concentrate,5,4,Low_Carb,0.7,-0.5,3.2,8.9
Male,Over_35,160-170,54,27,Beginner,3-5_times,Strength_Training,Whey_Protein,Isolate,6,5,Vegan,3,-1,4,10
Male,25-35,170-180,79,22,Beginner,3-5_times,Strength_Training,BCAA,Whey_Based,4,7,Low_Carb,0.4,-0.2,2.7,7.6
Female,25-35,160-170,51,21,Beginner,3-5_times,Strength_Training,BCAA,Whey_Based,7,6,Regular,0.6,-0.2,3.9,8.8
Male,25-35,160-170,52,19,Beginner,3-5_times,Strength_Training,Fish_Oil,Deep_Sea,8,3,Regular,-0.2,-0.8,0.8,7.2
Female,Under_25,170-180,75,29,Intermediate,3-5_times,Strength_Training,Whey_Protein,Hydrolyzed,4,3,Regular,4,-2.2,5.9,10
Female,Under_25,160-170,50,28,Intermediate,3-5_times,Strength_Training,Creatine,HCL,7,2,Regular,6.5,0.1,12.7,10
Male,Under_25,170-180,76,13,Advanced,More_than_5,Strength_Training,Fish_Oil,Deep_Sea,7,1,Vegan,0.1,-1.1,1,7.9
Male,25-35,170-180,82,19,Beginner,3-5_times,Endurance,BCAA,Whey_Based,7,4,Regular,-0.3,-0.3,3.1,8.7
Male,25-35,180-190,81,21,Intermediate,3-5_times,Strength_Training,Whey_Protein,Concentrate,5,3,High_Protein,7.1,-1.3,5.2,10
Male,25-35,160-170,56,16,Advanced,3-5_times,Endurance,Whey_Protein,Isolate,6,3,Regular,2.1,-0.9,7.7,10
Male,Under_25,Above_190,82,21,Intermediate,3-5_times,Strength_Training,Pre_Workout,Regular,5,6,Regular,0.4,-0.1,13.9,10
Female,25-35,160-170,53,24,Advanced,3-5_times,Strength_Training,Whey_Protein,Concentrate,4,5,Regular,6.1,-2,8.3,10
Male,25-35,170-180,76,17,Beginner,3-5_times,HIIT,Fish_Oil,Deep_Sea,5,5,Regular,-0.6,-1.3,2,8.6
Female,Under_25,180-190,78,28,Intermediate,Less_than_3,Strength_Training,Creatine,HCL,4,2,Low_Carb,3.8,0.1,7.5,10
